Company Name,Year,Date,Text,URL,word_count,Cat_E,Cat_S,Cat_G,Cat_N,Resource_Use_active,Emissions_active,Innovation_active,Workforce_active,Human_Rights_active,Community_active,Product_Responsibility_active,Management_active,Shareholders_active,CSR_Strategy_active
Adidas AG,2025,2025-12-12T13:00:11.176Z,"Celebrating sports with our 3-Stripes team in Southeast Asia 🏅✨ 
  
For the very first time, employees from across the region came together for a truly unique experience – the inaugural 2025 ADISEA Games! After weeks of spirited competitions across Southeast Asia, our country finalists gathered in Thailand for a regional showdown that looked straight out of a major sporting spectacle. 🙌 
  
Finalists showed their skills and determination and kept the excitement high with: 
 
🏃‍ Explosive track sprints  
🏸 Badminton rallies 
🏓 Table tennis matchups   
 
Massive congrats to all participants and winners who have earned their place on the podium through grit, sportsmanship, and passion! 💪👏 
And this is how a new tradition begins. ✨ 
  
#inside3stripes",https://www.linkedin.com/posts/adidas_inside3stripes-activity-7405229985973764096-YgQH?utm_source=social_share_send&utm_medium=member_desktop_web&rcm=ACoAADSrhNYB6WX_yttMZS5zKuw4oAmgtZapKSg,115,No,Yes,No,No,No,No,No,Yes,No,No,No,No,No,No
Samsonite Group SA,2026,2026-02-03T11:07:12.651Z,"Samsonite Wins the Environment Gold Award 

Last week our Essens Circular suitcase won the prestigious Henry van de Velde Environment Gold Award 2026, recognising its strong approach to circular design and sustainable innovation.

Designed for durability, repair and reuse, this suitcase shows how circular principles can be applied at scale, from recycled materials to modular components and a digital product passport.

A great example of how design, innovation and responsibility can go hand in hand. Congratulations to everyone involved in bringing this project to life.

#HenryVanDeVeldeAwards #CircularDesign #SustainableInnovation #ProductDesign #Samsonite AAROVA Circularise LyondellBasell",https://www.linkedin.com/posts/samsonite_henryvandeveldeawards-circulardesign-sustainableinnovation-activity-7424408111656030208-j0cG?utm_source=social_share_send&utm_medium=member_desktop_web&rcm=ACoAAFgjPbUBezTI8Hq3YZEHPDYXMhtl4HhVFkU,93,Yes,Yes,No,No,Yes,No,Yes,No,No,No,Yes,No,No,No
Asics Corp,2026,2026-02-17T09:01:05.050Z,"Take a closer look at the #TeamJapan official sportswear for the Milano-Cortina 2026 Olympic and Paralympic Winter Games.

The uniforms are designed around a concept that balances performance and sustainability.

The Podium Jacket (Outdoor) is made from waterproof and breathable materials, including GRS-certified recycled down. An internal baffle structure strategically positions heat-retaining materials to help minimize interference with movement.

The Podium Jackets and Pants (Outdoor and Indoor) feature zipper pulls that repurpose waste material from our suppliers and a carbon footprint for the entire product lifecycle. Structures and individual parts are designed for ease of use in winter conditions, including by wheelchair athletes.

The Shoe is based on the GEL-Trabuco MT GTX, a trail running shoe designed for comfort and durability. The tongue includes approximately 5% recycled polyester from end-of-life pairs of the NIMBUS MIRAI circular running shoe released by ASICS in 2024.

ASICS is proud to be a TEAM JAPAN Gold Partner (Sporting Goods).

アシックスのデザインによる、ミラノ・コルティナ2026オリンピック・パラリンピック冬季競技大会のTEAM JAPANオフィシャルスポーツウェア。その機能やこだわりをご紹介します。

TEAM JAPANが着用するオフィシャルスポーツウェアは、パフォーマンスとサステナビリティの両立をコンセプトに設計されています。

ポディウムジャケット（アウトドア）には、防水性・透湿性に優れた素材を使用し、GRS認証のリサイクルダウンを採用。体の動きを妨げにくいよう、保温素材を戦略的に配置する内部構造を取り入れています。

ポディウムジャケットおよびパンツ（アウトドア・インドア）には、当社が提携しているサプライヤーから出た廃材を使用したジッパーの引き手パーツを採用し、製品ライフサイクル全体におけるカーボンフットプリントを算定。車いすアスリートを含め、冬季環境下でも使いやすい構造やパーツ設計を施しています。

シューズは、快適性と耐久性を追求したトレイルランニングシューズ「GEL-Trabuco MT GTX」をベースに開発。シュータンの裏材の約5％に、2024年にASICSが発表した循環型ランニングシューズ「NIMBUS MIRAI」の使用済みシューズから再生されたリサイクルポリエステルを採用しています。

アシックスはTEAM JAPANゴールドパートナー（スポーツ用品）です。",https://www.linkedin.com/posts/asics_teamjapan-activity-7429449800955117568-K4lZ?utm_source=social_share_send&utm_medium=member_desktop_web&rcm=ACoAAClmlz8BRPDzDkWc4Mx5VM_fhod8WRT60DA,167,Yes,Yes,No,No,Yes,Yes,Yes,No,No,No,Yes,No,No,No
Rocky Brands Inc,2026,2026-02-11T15:00:14.050Z,"We are proud to announce that our Quality Control Laboratory at Five Star Enterprises has achieved Shoe and Allied Trades Research Association (SATRA) Gold Status Certification 

SATRA certification is an independent, globally recognized mark of quality, safety, and performance for footwear, confirming that products meet rigorous industry standards.

Five Star’s achievement of SATRA Gold Certification marks the first company in the entire Western Hemisphere to attain this prestigious certification. Of the 269 SATRA Certified Laboratories worldwide only five others have Gold Status.",https://www.linkedin.com/posts/rocky-brands-inc-_we-are-proud-to-announce-that-our-quality-activity-7427365856818475008-j6LQ?utm_source=social_share_send&utm_medium=member_desktop_web&rcm=ACoAAFdYyd0BTSuVrxvJqZL4N_g1DlSykWVEEbE,82,No,Yes,No,No,No,No,No,No,No,No,Yes,No,No,No
Aquafil SpA,2026,2026-03-19T12:32:20.922Z,"Fishing nets must withstand harsh marine conditions and be replaced often to meet strict food safety standards.

They’re created to last and rarely with a second life in mind.

So how can nets be designed not just for durability, but also for circularity?

That’s the bold question Diopas S.A. asked when they began developing the first circular fishing net made from recycled materials. There was no blueprint, just a big idea and the right partners to make it real.

“The idea of creating the first circular fishing net was challenging at first because there was no example we could work from,” shared Magdalini Diamantidou, Marketing & Project Coordinator at Diopas. “But Aquafil Group made the process easier by providing an excellent quality of recycled nylon yarn.”

Made from ECONYL® Regenerated Nylon and now in real-world testing at Philosofish’s Ag. Serafeim site, this new net represents more than product innovation; it’s a circular shift in how gear is made, used, and recovered in aquaculture.

Read the full story in the comments below.",https://www.linkedin.com/posts/econyl_fishing-nets-must-withstand-harsh-marine-activity-7440049698473820161-iEut?utm_source=social_share_send&utm_medium=member_desktop_web&rcm=ACoAABs09r4BuVySre7W6Nsx80Mjly2zKtSu_JM,171,Yes,Yes,No,No,Yes,No,Yes,No,No,No,Yes,No,No,No
Asics Corp,2026,2026-03-27T09:00:48.300Z,"This week, at our latest Ordinary General Meeting of Shareholders, we confirmed the appointment of a new Outside Director, Jenifer Rogers.

Jenifer's appointment accelerates our global transformation at ASICS. Her wide-ranging perspective on the management of global corporations, her professional insights as an attorney at law, and her abundant practical experience in financial institutions, make her ideally qualified to supervise and advise our Board of Directors.

I’m also delighted to report that Jenifer is a sports enthusiast, especially tennis and yoga, and a long-time fan of ASICS shoes.

Please join me in welcoming her to the Board!",https://www.linkedin.com/posts/mitsuyuki-tominaga_this-week-at-our-latest-ordinary-general-activity-7443190091914858496-ZM2y?utm_source=social_share_send&utm_medium=member_desktop_web&rcm=ACoAAClmlz8BRPDzDkWc4Mx5VM_fhod8WRT60DA,97,No,No,Yes,No,No,No,No,No,No,No,No,Yes,Yes,No
Asics Corp,2026,2026-01-30T08:57:07.343Z,"We did it! This week ASICS received the Grand Prize at the Corporate Governance of the Year 2025 awards held in Tokyo.

The award recognizes our clear management policy and our commitment to stakeholder dialogue. This includes selling all strategic holdings, making disclosures, and sincerely engaging in dialogue with investors. We were also commended for pursuing business transformation while linking this to executive pay and other forms of profit-sharing. 

It was an honor to join other ASICS colleagues to collect the Grand Prize from the distinguished judges including Mr. Toyama, Chairman of the Japan Association of Corporate Directors.

During the ceremony, Chairman Toyama surprised us by pointing to the ASICS RUNWALK business shoes he has been wearing for many years. Another judge, Professor Ito of Hitotsubashi University, commented on the exceptional comfort of his GEL-NIMBUS running shoes.

We are delighted to get the thumbs-up for corporate governance as well as for our shoes!

#InsideASICS",https://www.linkedin.com/posts/mitsuyuki-tominaga_insideasics-activity-7422924871048916992-NJdC?utm_source=social_share_send&utm_medium=member_desktop_web&rcm=ACoAAClmlz8BRPDzDkWc4Mx5VM_fhod8WRT60DA,154,No,Yes,Yes,No,No,No,No,No,No,No,Yes,Yes,Yes,No
Samsonite Group SA,2025,2025-06-30T10:18:29.420Z,"Specialized Racing Teams Up with Samsonite for a Seamless Travel Experience.
As of this year, Specialized Racing Team riders and staff will embark on their global mountain biking adventures with the trusted support of Samsonite.

For a professional mountain biking team, the journey is just as important as the race itself. From the rugged landscapes of South America to the charming trails of Europe and high-altitude circuits in Asia, Specialized Racing Team covers thousands of kilometers each season. With Samsonite as a new partner, the team will travel in unparalleled style and comfort, equipped with the brand's premium luggage and backpacks designed for both durability and sustainability.

In addition to our Proxis luggage, team riders and staff will also rely on Samsonite’s Ecodiver backpacks for hassle-free day-to-day travel.

Scott Jackson, Leader - Sports Marketing at Specialized, shared his enthusiasm for the partnership: “Being an elite sports team always on the go, we require luggage that can endure the hundred plus days we travel each year. This is why teaming up with Samsonite is a natural fit for us. Their cutting-edge luggage is crafted to tackle the demands of global travel, and we’re excited to partner with a brand that prioritizes quality and innovation. Starting in 2025, we look forward to sharing our journey with Samsonite.”

Discover the collections here: https://lnkd.in/eF5-iZAr

#MySamsonite #Collaboration #Specialized #MountainBiking Specialized Bicycle Components",https://www.linkedin.com/posts/samsonite_mysamsonite-collaboration-specialized-activity-7345395296035594240-PBHz?utm_source=social_share_send&utm_medium=member_desktop_web&rcm=ACoAAFgjPbUBezTI8Hq3YZEHPDYXMhtl4HhVFkU,227,Yes,Yes,No,No,Yes,No,Yes,No,No,No,Yes,No,No,No
Aquafil SpA,2025,2025-12-01T11:59:35.486Z,"Aquafil has been awarded the EcoVadis Platinum Medal, one of the highest recognitions from the leading international platform that evaluates companies on their environmental and social responsibility performance.

The Platinum level is reserved for the top 1% of more than 150,000 companies assessed globally. It is assigned to organizations that complete the full evaluation and demonstrate a solid management system aligned with the EcoVadis methodology across four key areas: environment, labor and human rights, ethics, and responsible procurement.

This achievement reflects our ongoing dedication to integrating responsible practices into daily operations and across the entire value chain.
It also highlights a long-term approach to corporate responsibility and the progress made over the years.
It’s a result we can be proud of, and it encourages us to continue strengthening this journey together, always looking ahead and improving step by step.

🔗 Want to learn more about our EcoVadis Platinum result? Link in the comments.",https://www.linkedin.com/posts/aquafil-spa_aquafil-has-been-awarded-the-ecovadis-platinum-activity-7401228470262968321-71sQ?utm_source=social_share_send&utm_medium=member_desktop_web&rcm=ACoAAFbZAdQBAOvMn0_k0PYy-o-ADfjWPEjhflg,153,Yes,Yes,Yes,No,Yes,Yes,No,Yes,Yes,No,No,Yes,No,Yes
Prada SpA,2025,2025-09-24T16:45:13.116Z,"The #PradaGroup is the highest-ranked Italian company on TIME Magazine’s “World’s Best Companies” list, placing 58th globally. The company was recognized for excellence in employee satisfaction, revenue growth, and sustainability. Employee satisfaction was measured through global surveys, while sustainability was assessed using key ESG indicators, such as carbon emissions, board diversity, human rights, and anti-corruption policies.",https://www.linkedin.com/posts/pradagroup_pradagroup-activity-7376657975832199168-kjEW?utm_source=social_share_send&utm_medium=member_desktop_web&rcm=ACoAADQgDVgBzp5mkMMKB9kMuPVTpdBNoCdpw-o,56,Yes,Yes,Yes,No,No,Yes,No,Yes,Yes,No,No,Yes,No,Yes
Pranda Jewelry PCL,2026,2026-05-07T02:18:11.347Z,"Pranda Group continues to expand the scope of its Responsible Jewellery Council #RJC Code of Practices 2019 certification to additional affiliated companies, including Prima Gold International Co., Ltd. in Thailand and Pranda Vietnam Co., Ltd. in Vietnam.

The expanded certification reflects Pranda’s commitment to responsible business practices across ethics, human rights, labor, health and safety, environmental management, and responsible supply chain management throughout the jewelry value chain.

🌐Read more at https://lnkd.in/gAMHEbPe

#Pranda #Sustainability",https://www.linkedin.com/posts/prandagroup_rjc-pranda-sustainability-activity-7457977050478583809-P-Oy?utm_source=social_share_send&utm_medium=member_desktop_web&rcm=ACoAAFNK4soBB4fhH1bCSX3bKHYCTqI6LynAUic,73,Yes,Yes,Yes,No,Yes,No,No,Yes,Yes,No,No,Yes,No,Yes
Youngone Corp,2025,2025-05-28T08:29:22.281Z,"#youngone #bangladesh

'Beyond the Stereotype' - this fascinating, in-depth report looks at how the readymade garment industry has quietly transformed over the past decade.

Here is an excerpt, the full report can be accessed via the link below.

'Beyond the Stereotype: Rethinking Bangladesh’s Textile Industry exposes a critical gap between perception of Bangladesh versus reality. Today, Bangladesh stands as one of the most advanced manufacturing hubs in the global apparel industry. It leads the world in green-certified garment factories. 

It has reformed its labor laws, built a robust regulatory infrastructure, and pioneered circular fashion systems at scale. Over 4.5 million workers—most of them women—are employed in an industry that has become central not only to the country’s economy, but to the global supply chain, with textile exports reaching over 150 countries. 

Factory safety systems have been overhauled, union representation has expanded fivefold, and environmental standards have become embedded in national policy. In key areas, Bangladesh is setting—not following—the global standard. 

Yet, global media narratives have not kept pace. In much of the Western press, Bangladesh remains anchored in 2013: a country defined by tragedy and ethical risk. A decade after the Rana Plaza collapse triggered international outrage, the story has barely moved forward. Progress is treated as provisional. Innovation is ignored. Reform is either downplayed or doubted. In this report, Taiwo Meghoma, Uchenna Ekwo, and Nathalie Beasnael set out to correct that record to explain why it matters

https://lnkd.in/gDEFdZJd",https://www.linkedin.com/posts/youngone-corporation_beyond-the-stereotype-rethinking-bangladesh-activity-7333409035779485696-qsJB?utm_source=social_share_send&utm_medium=member_desktop_web&rcm=ACoAADsQdbQBwKhH-Xjwdn7LKzVqfpgUTcJBzBA,239,Yes,Yes,No,No,Yes,No,Yes,Yes,Yes,No,No,No,No,No
Pranda Jewelry PCL,2025,2025-06-16T09:10:36.830Z,"✨Pranda UK Earns Official RJC Certification — A Key Step Toward Sustainable Excellence

“We’re excited to share that Pranda UK has officially received certification from the Responsible Jewellery Council #RJC , now proudly certified alongside Pranda Bangkok and Pranda Korat, which have held this certification since 2018.”
This certification confirms our strong commitment to responsible, ethical, and sustainable practices at every step of our jewelry supply chain — from design through to retail.

The RJC’s standards are based on globally recognized frameworks, including the Universal Declaration of Human Rights, ILO Conventions, the UN Global Compact, and the Sustainable Development Goals #SDGs.
This achievement:
 ✅ Strengthens our social and environmental responsibility
 ✅ Mitigates risks throughout the supply chain
 ✅ Builds greater trust and credibility worldwide
It marks another important milestone on Pranda’s journey to creating lasting value with transparency and integrity.
📌 Discover more about our sustainability efforts at https://lnkd.in/g--FRRrQ

#Pranda #RJCcertified #SustainableJewelry #ResponsibleBusiness #PrandaUK",https://www.linkedin.com/posts/prandagroup_rjc-sdgs-pranda-activity-7340304784236679170-I6kG?utm_source=social_share_send&utm_medium=member_desktop_web&rcm=ACoAAFNK4soBB4fhH1bCSX3bKHYCTqI6LynAUic,154,No,Yes,Yes,No,No,No,No,No,Yes,Yes,Yes,No,No,Yes
Pandora A/S,2026,2026-03-08T16:32:46.996Z,"Today, we come together to recognise International Women’s Day and the role each of us plays in building a more inclusive Pandora. It’s a moment to celebrate the progress we’ve made and acknowledge the work still ahead. 
​
Our commitment also reaches beyond Pandora. Through our long‑standing partnership with UNICEF, we continue to help create opportunities for children and young people around the world, especially girls. This year, we mark the day with the launch of our new Pandora x UNICEF charm, a symbol of hope, opportunity, and the collective power of supporting
girls’ futures. It serves as a reminder to inspire change in all that we do for a fairer and more equitable world. 
​
Thank you to all our colleagues for the dedication, care, and advocacy you bring every day. Together, we can make a difference. ​
​
#InternationalWomensDay #PandoraForUnicef Berta UNICEF Danmark",https://www.linkedin.com/posts/pandora-a-s_international-womens-day-activity-7436448844202283008-4pcj?utm_source=social_share_send&utm_medium=member_desktop_web&rcm=ACoAADNLBEoB42V1aQkGHNSQP9WCUaOFTYDU7wU,145,No,Yes,No,No,No,No,No,Yes,Yes,Yes,No,No,No,No
Calida Holding AG,2025,2025-12-11T09:40:25.909Z,"CALIDA GROUP strengthens Board of Directors with renowned experts

The CALIDA GROUP is expanding the expertise of its Board of Directors in the areas of retail and the textile industry and strengthening its strategic orientation. The focus is on further increasing efficiency and effectiveness based on targeted product development and intensified communication of the CALIDA and AUBADE brands. Against this backdrop, the Board of Directors will propose to the shareholders of the CALIDA GROUP at the Annual General Meeting on 15 April 2026 the election of Caroline Forster and Nicole Loeb as new additional members of the Board of Directors.",https://www.linkedin.com/posts/calida-group_calida-group-press-release-activity-7404817328254906370-kVGO?utm_source=social_share_send&utm_medium=member_desktop_web&rcm=ACoAACWcyokBXhZ3_XiOKwQKBXR6MLb-fun3aMA,100,No,No,Yes,No,No,No,No,No,No,No,No,Yes,Yes,No
Suominen Oyj,2026,2026-04-01T07:04:38.167Z,"Last call for Suominen’s Annual General Meeting 2026!
Suominen’s Annual General Meeting will be held on April 15 at 1:00 p.m. (EEST). The Annual General Meeting will be held without a meeting venue using remote connection in real time.
The registration and advance voting closes on April 7 at 4:00 p.m. (EEST).
https://brnw.ch/21x1dZk",https://www.linkedin.com/posts/suominen-corporation_annual-general-meeting-2026-activity-7445003174064709634-lL_W?utm_source=social_share_send&utm_medium=member_desktop_web&rcm=ACoAAChuQRMBdHkIwKp5VAh3LX4A3zkCuYtgrK0,53,No,No,Yes,No,No,No,No,No,No,No,No,No,Yes,No
Suominen Oyj,2026,2026-03-20T09:40:06.214Z,"Suominen’s Annual Report 2025 has been published today. The Annual Report includes the Report by the Board of Directors including the Sustainability Statement, Financial Statements for 2025, the Auditor’s report, Assurance report on the Sustainability Statement, Corporate Governance Statement, Remuneration Report and Annual review: https://brnw.ch/21x0TKF",https://www.linkedin.com/posts/suominen-corporation_suominen-has-published-its-annual-report-activity-7440693644342321152-wCDJ?utm_source=social_share_send&utm_medium=member_desktop_web&rcm=ACoAAChuQRMBdHkIwKp5VAh3LX4A3zkCuYtgrK0,45,No,No,Yes,No,No,No,No,No,No,No,No,Yes,Yes,Yes
Suominen Oyj,2025,2025-08-11T11:04:48.396Z,"We are pleased to announce that Charles Heaulme has officially joined Suominen team as President & CEO, effective today, August 11. In addition to his new responsibilities, Charles will retain his position as Chair of the Board until the next Annual General Meeting of Suominen 2026.",https://www.linkedin.com/posts/suominen-corporation_suominen-leadership-dayone-activity-7360627242260922389-taCH?utm_source=social_share_send&utm_medium=member_desktop_web&rcm=ACoAAChuQRMBdHkIwKp5VAh3LX4A3zkCuYtgrK0,46,No,No,Yes,No,No,No,No,No,No,No,No,Yes,No,No
Adidas AG,2025,2025-12-04T14:00:38.017Z,"A month of movement, strength, and sisterhood: With Women We Run 🏃‍♀️💜 

With Women We Run (WWWR) is our women-led running movement, with active communities in 47 countries across 5 continents. Together, we’ve created a truly global celebration of community and female empowerment by amplifying women’s voices in running. 🌎✨ 

Here’s how we showed up to make November unforgettable:  

🫶 Creating spaces: Adidas Runners Doha hosted a series of classes to bring more women into sport. From Pilates to sound healing, all activations were designed to create a safe and inclusive space for women in Doha, culminating in a women’s-only run festival.  

💪 Expanding spaces: Over 20 European communities competed in a backyard ultra marathon at Sports Base Berlin. More than a race, it was a celebration of women’s endurance and strength. 
 
✊ Protecting spaces: Bogotá, Buenos Aires and Mexico City united to mark the International Day for the Elimination of Violence Against Women, turning invisible harassment into a visible act of resistance with 5K runs, with a minute of silence at the heart.  

🏃‍♀️ We bookended the month with an unforgettable marathon series – starting with NYC Marathon and closing in Beijing and Shanghai – spotlighting incredible community runners chasing PBs.  

Here’s to every mile, every win, and every woman! 🙌 

#adidasRunners #WithWomenWeRun",https://www.linkedin.com/posts/adidas_adidasrunners-withwomenwerun-activity-7402346095122595842-dbsK?utm_source=social_share_send&utm_medium=member_desktop_web&rcm=ACoAAD2I9Z8B375LXs5HhGiec5aEp0Oo3zrqv98,214,No,Yes,No,No,No,No,No,Yes,Yes,Yes,No,No,No,No
Adidas AG,2026,2026-02-05T11:00:23.964Z,"📣 We received a perfect score of 100 on the Human Rights Campaign Foundation’s 2026 Corporate Equality Index.  

Established in 2002, the Corporate Equality Index is the leading benchmarking tool to measure corporate policies and practices related to LGBTQIA+ workplace equality. We’re proud to be amongst the top businesses to receive the Equality 100 Award.  

As we continue to work towards creating an equal playing field for all, we want to thank our 2SLGBTQIA+ Employee Resource Groups for their support and work to foster a culture of belonging across our ///-team. 

#inside3stripes #ItStartsWithYou",https://www.linkedin.com/posts/adidas_inside3stripes-itstartswithyou-activity-7425131173229539328-nt1H?utm_source=social_share_send&utm_medium=member_desktop_web&rcm=ACoAADSrhNYB6WX_yttMZS5zKuw4oAmgtZapKSg,93,No,Yes,No,No,No,No,No,Yes,Yes,No,No,No,No,No
Kordsa Teknik Tekstil AS,2025,2025-11-18T11:17:14.780Z,"At the “ISSB Workshop” organized in collaboration with the Public Oversight, Accounting and Auditing Standards Authority (KGK) and the International Sustainability Standards Board (ISSB), comprehensive sessions were held on the Türkiye Sustainability Reporting Standards (TSRS) and global reporting frameworks.

Our Sustainability and Communications Director, Nevra Aydogan Gürsoy, took part as a panelist in the Scope 3 Case Study session, sharing Kordsa’s sustainability vision and best practices in carbon management.

At Kordsa, we are pleased to contribute to reinforcing sustainability reporting and supporting the adoption of best practices.

#Kordsa #WeReinforceLife",https://www.linkedin.com/posts/kordsa_kordsa-wereinforcelife-activity-7396506771516801024-QBHw?utm_source=social_share_send&utm_medium=member_desktop_web&rcm=ACoAACFk2oAB4HsW-myWfpqUOpb97fs2R8j-x7A,89,Yes,No,Yes,No,No,Yes,No,No,No,No,No,No,No,Yes
Levi Strauss & Co,2025,2025-08-14T19:12:36.057Z,"Not every corporate sustainability action will grab headlines, nor should they. The landscape has changed considerably in recent years -- for the better, I'd argue. There’s more rigor, more skepticism, much better data and a sharper focus on results than there was five or ten years ago. It’s become clear that real progress requires committed, consistent work that prioritizes impact, addresses the real-world implications of our operations and aligns with long-term business strategies. 
 
And while the quieter, unflashy moves that occur “behind the scenes” might not be making major headlines, they're just as critical as the big ones. They help us stay focused on our goals, execute against our plans, and deliver results over time.

With that in mind, I thought I’d use this space to highlight some of the more subtle initiatives we’re driving forward at Levi Strauss & Co., alongside our bigger swings. When added together, they demonstrate how we’re embedding sustainability across our operations, learning and adapting along the way as we work to drive progress across our three main sustainability pillars of climate, consumption, and community.

For now, I’ll call it #sustainabilityspotlight (but I’m open to suggestions about the name).
 
For example: many suppliers want to make their operations more sustainable but don’t have access to the capital they need to make changes in their infrastructure and processes. So, we’re collaborating with the IFC - International Finance Corporation and their Global Trade Supplier Finance program to address the financing gap, helping suppliers that perform well on our Supplier Code of Conduct find the funding to strengthen foundational compliance measures – such as employee education on labor rights and chemical labelling.  Over the years, we’ve refined our approach with IFC to not only improve compliance but also unlock broader sustainability initiatives, including renewable energy adoption.

Through this program, Epic Group—one of our key suppliers—has accessed more favorable financing by steadily improving their Code of Conduct scores and then used that funding to drive improvements in water use, energy efficiency and waste reduction at the factory level. Financing solutions like this are not one-size-fits-all, so it’s important we, as sustainability practitioners, take note of what’s working and how we can leverage those learnings elsewhere.

Read more about how the program supports suppliers here: https://lnkd.in/gNhNqPCA 

And check back soon for my next #sustainabilityspotlight on the work we’re driving forward at LS&Co..",https://www.linkedin.com/posts/jeffreyhogue_sustainabilityspotlight-sustainabilityspotlight-activity-7348453541012742145-HyWM?utm_source=social_share_send&utm_medium=member_desktop_web&rcm=ACoAADAEIjUB6-0Ki4Mn4tqi3dc1q7EgfDhzXsM,392,Yes,Yes,Yes,No,Yes,Yes,No,Yes,Yes,Yes,No,No,No,Yes
On Holding AG,2026,2026-04-28T09:02:38.717Z,"""Growth brings responsibility. But even more, it brings opportunity. Our aim is to prove that performance, design and impact can move together in every stride – cutting our footprint, improving working conditions across our value chain and contributing to progress where we operate while engineering the gear that inspires people to move,” Begüm Kürkçü, Senior Director - Global Sustainability at On.

Introducing our 2025 Impact Progress Report – a candid look at our journey, reflecting on 15 years of On – sharing areas of progress while acknowledging our toughest challenges: minimizing our environmental impact in harmony with rapid growth, scaling circularity, and advancing living wages and social conditions in our supply chain to strive toward leaving a better footprint behind.

Presented in two-parts, inside you’ll find human stories behind our strategy, showcasing the people behind how decisions are made in the day-to-day. And, in part-two, discover the data and disclosures that hold us accountable.

Click through for some of our key highlights. For the full story, read the 2025 Impact Progress Report: https://lnkd.in/dkjDRkPh",https://www.linkedin.com/posts/on-ag_growth-brings-responsibility-but-even-more-activity-7454817344415141888-xd9f?utm_source=social_share_send&utm_medium=member_desktop_web&rcm=ACoAAAnqdHEBFhqGaTrppCJUDaUVNvGCvqYCUps,173,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,Yes
Pandora A/S,2025,2025-07-14T10:28:08.228Z,"Christian Frigast to depart Pandora Board of Directors. 

Deputy Chair, Christian Frigast has informed the Board that he will not stand for re-election at the next Annual General Meeting in 2026.
 
Christian Frigast has played an instrumental part in where Pandora is today. He was Managing Partner at the private equity firm Axcel, which acquired Pandora from the company’s founders in 2008 and led the company to its IPO in 2010. Since then, Christian Frigast has served as Deputy Chair on Pandora’s Board. 
 
“Christian was a key figure in Axcel’s investment in Pandora in 2008, and he has been instrumental in Pandora’s journey to become the world’s largest jewellery brand. On behalf of Pandora and the Board, I would like to express my gratitude to Christian for his dedicated service,” says Peter Ruzicka, Chair of Pandora’s Board of Directors. 
 
Christian will serve as Deputy Chair until the next Annual General Meeting in 2026. 
 
Read more here: https://lnkd.in/dB4EF-xS",https://www.linkedin.com/posts/pandora-a-s_christian-frigast-to-depart-pandora-board-activity-7350471153850707969-3E8E?utm_source=social_share_send&utm_medium=member_desktop_web&rcm=ACoAADNLBEoB42V1aQkGHNSQP9WCUaOFTYDU7wU,157,No,No,Yes,No,No,No,No,No,No,No,No,Yes,No,No
Gabriel Holding A/S,2025,2025-12-12T12:40:58.330Z,"Yesterday, Gabriel Holding A/S hosted its Annual General Meeting, reviewing the 2024/25 financial year. 

Explore the key highlights from the Annual Report in the video.
Strong growth, beating expectations.",https://www.linkedin.com/posts/gabriel_yesterday-gabriel-holding-as-hosted-its-activity-7405225150586998784-Xn6Z?utm_source=social_share_send&utm_medium=member_desktop_web&rcm=ACoAAEsntggBsZ3j--2X3xlvXMIZKK2Ymt0pMxg,29,No,No,Yes,No,No,No,No,No,No,No,No,No,Yes,No
Gabriel Holding A/S,2025,2025-12-04T10:41:41.262Z,"On Thursday, December 11, 2025, Gabriel Holding A/S will host its Annual General Meeting where we review the financial year 2024/25 – a year marked by solid progress, particularly in our continuing business. 

Ahead of the meeting, we sat down with Chairman of the Board Søren Mygind Eskildsen and CEO Anders Hedegaard Petersen to discuss the past year and share insights on the outlook for the years ahead.",https://www.linkedin.com/posts/gabriel_on-thursday-december-11-2025-gabriel-holding-activity-7402296028743340033-TRNt?utm_source=social_share_send&utm_medium=member_desktop_web&rcm=ACoAAEsntggBsZ3j--2X3xlvXMIZKK2Ymt0pMxg,68,No,No,Yes,No,No,No,No,No,No,No,No,Yes,Yes,No
Hugo Boss AG,2026,2026-03-10T12:00:46.224Z,"Earlier today, we published our Annual Report for 2025. Despite ongoing macroeconomic headwinds, we delivered on our financial targets and laid a solid foundation for the execution of our CLAIM 5 TOUCHDOWN strategy through 2028. Supported by a robust performance in the fourth quarter, we achieved solid top- and bottom-line improvements in 2025. 
 
A few key highlights: 
 
⚫ Currency-adjusted Group sales up 2% to EUR 4.3 billion   
⚫ EBIT up 8% to EUR 391 million, with EBIT margin up 80 basis points to 9.2% 
⚫ Prioritizing total shareholder return via a EUR 200 million share buyback through 2027 and an adjusted dividend proposal   
 
This past year, we reassessed our strategic direction and successfully shaped our company for the next chapter. With the launch of CLAIM 5 TOUCHDOWN, HUGO BOSS introduced a clear framework to further drive excellence in our brands, distribution, and operations, and set the course for sustainable, profitable growth.  
 
The motto of our newly released Annual Report is “SHAPE,” as we continue to shape the future of HUGO BOSS. Learn more: on.hugoboss.com/AR25",https://www.linkedin.com/posts/hugo-boss_earlier-today-we-published-our-annual-report-activity-7437105165653954560-VMYb?utm_source=social_share_send&utm_medium=member_desktop_web&rcm=ACoAADwKdxQBULMj_xLnkYanIIS_uO8YRpRybDA,174,No,No,Yes,No,No,No,No,No,No,No,No,No,Yes,No
